,NLDAS_ID,STORAGE_SUM_OG
111,x100y73,26575475000.0
112,x100y74,26575475000.0
113,x100y75,7837319000.0
114,x100y76,7795381000.0
115,x100y77,7775964700.0
116,x100y78,7795381000.0
117,x100y79,7807368000.0
118,x100y80,7821408000.0
119,x100y81,7795381000.0
120,x100y82,7801246000.0
121,x100y83,7792464000.0
122,x100y84,7792464000.0
123,x100y85,7792464000.0
124,x100y86,7792464000.0
125,x100y87,7792464000.0
126,x100y88,7792464000.0
127,x100y89,7792464000.0
128,x100y90,7792464000.0
129,x100y91,7792464000.0
130,x100y92,7834402000.0
131,x100y93,7798329000.0
132,x100y94,7792464000.0
133,x100y95,7804451000.0
134,x100y96,7818491400.0
135,x100y97,7792464000.0
136,x100y98,7613570000.0
137,x100y99,6678408700.0
138,x101y100,3330006000.0
139,x101y101,6176978.0
140,x101y102,24906092.0
141,x101y103,24906092.0
142,x101y104,34867764.0
143,x101y105,6176978.0
144,x101y106,6176978.0
145,x101y107,0.0
146,x101y108,0.0
147,x101y109,6176978.0
148,x101y110,24906092.0
149,x101y111,434300640.0
150,x101y112,434300640.0
151,x101y113,434300640.0
152,x101y114,434300640.0
153,x101y115,434300640.0
154,x101y116,434300640.0
155,x101y117,434300640.0
156,x101y118,434300640.0
157,x101y119,429020860.0
158,x101y120,0.0
159,x101y121,0.0
160,x101y122,0.0
161,x101y123,0.0
162,x101y124,0.0
163,x101y125,2130787300.0
164,x101y126,2130787300.0
165,x101y127,2130787300.0
166,x101y128,2130787300.0
167,x101y129,2142964000.0
168,x101y130,2130787300.0
169,x101y131,2122646400.0
170,x101y132,2122646400.0
171,x101y133,2130787300.0
172,x101y134,2122646400.0
173,x101y135,2122646400.0
174,x101y136,2122646400.0
175,x101y137,0.0
176,x101y138,595682700.0
177,x101y139,595682700.0
178,x101y140,513356600.0
179,x101y141,2264783600.0
180,x101y142,2264783600.0
181,x101y143,2286717400.0
182,x101y144,2370231000.0
183,x101y145,2370231000.0
184,x101y146,3431917000.0
185,x101y147,2370231000.0
186,x101y148,2288896300.0
187,x101y149,2288896300.0
188,x101y150,0.0
189,x101y151,0.0
190,x101y152,0.0
191,x101y153,0.0
192,x101y154,0.0
193,x101y155,0.0
194,x101y156,0.0
195,x101y157,582555840.0
196,x101y158,582555840.0
197,x101y159,506895840.0
198,x101y160,582555840.0
199,x101y161,582555840.0
200,x101y162,639043200.0
201,x101y163,854297860.0
202,x101y164,926789500.0
203,x101y165,854297860.0
204,x101y166,582555840.0
205,x101y167,506895840.0
206,x101y168,149566770.0
207,x101y169,582555840.0
208,x101y170,582555840.0
209,x101y171,582555840.0
210,x101y172,3090712.0
211,x101y173,76953800.0
212,x101y174,885911740.0
213,x101y175,918265660.0
214,x101y176,918265660.0
215,x101y177,76953800.0
216,x101y178,918265660.0
217,x101y179,993832640.0
218,x101y180,1296924200.0
219,x101y181,1447874300.0
220,x101y182,1248236800.0
221,x101y183,1248236800.0
222,x101y184,1275468200.0
223,x101y185,1275468200.0
224,x101y186,1446452200.0
225,x101y187,1446452200.0
226,x101y188,1521003900.0
227,x101y189,1446452200.0
228,x101y190,1446452200.0
229,x101y191,1446452200.0
230,x101y192,1446452200.0
231,x101y54,0.0
232,x101y55,0.0
233,x101y56,0.0
234,x101y57,0.0
235,x101y58,0.0
236,x101y59,0.0
237,x101y60,0.0
238,x101y61,27917780000.0
239,x101y62,27954674000.0
240,x101y63,27987636000.0
241,x101y64,61820854000.0
242,x101y65,61820854000.0
243,x101y66,61820854000.0
244,x101y67,61820854000.0
245,x101y68,61820854000.0
246,x101y69,61820854000.0
247,x101y70,61820854000.0
248,x101y71,61820854000.0
249,x101y72,27293600000.0
250,x101y73,26613758000.0
251,x101y74,7821408000.0
252,x101y75,7807368000.0
253,x101y76,6716757000.0
254,x101y77,7795381000.0
255,x101y78,7807368000.0
256,x101y79,7821408000.0
257,x101y80,7821408000.0
258,x101y81,7795381000.0
259,x101y82,7795381000.0
260,x101y83,7792464000.0
261,x101y84,7792464000.0
262,x101y85,7792464000.0
263,x101y86,7792464000.0
264,x101y87,7792464000.0
265,x101y88,7792464000.0
266,x101y89,7613570000.0
267,x101y90,7792464000.0
268,x101y91,7792464000.0
269,x101y92,7792464000.0
270,x101y93,3603406300.0
271,x101y94,7613570000.0
272,x101y95,7792464000.0
273,x101y96,7804451000.0
274,x101y97,7792464000.0
275,x101y98,7613570000.0
276,x101y99,6660530000.0
277,x102y100,6176978.0
278,x102y101,6176978.0
279,x102y102,6176978.0
280,x102y103,6176978.0
281,x102y104,6176978.0
282,x102y105,24906092.0
283,x102y106,24906092.0
284,x102y107,6176978.0
285,x102y108,6176978.0
286,x102y109,24906092.0
287,x102y110,6176978.0
288,x102y111,6176978.0
289,x102y112,74996536.0
290,x102y113,434300640.0
291,x102y114,434300640.0
292,x102y115,74996536.0
293,x102y116,429020860.0
294,x102y117,434300640.0
295,x102y118,434300640.0
296,x102y119,74996536.0
297,x102y120,0.0
298,x102y121,0.0
299,x102y122,0.0
300,x102y123,0.0
301,x102y124,458333730.0
302,x102y125,2122646400.0
303,x102y126,2130787300.0
304,x102y127,2142964000.0
305,x102y128,2142964000.0
306,x102y129,2142964000.0
307,x102y130,2130787300.0
308,x102y131,2142964000.0
309,x102y132,2142964000.0
310,x102y133,2130787300.0
311,x102y134,2122646400.0
312,x102y135,622622700.0
313,x102y136,595682700.0
314,x102y137,622622700.0
315,x102y138,2130787300.0
316,x102y139,2242956300.0
317,x102y140,2242956300.0
318,x102y141,2264783600.0
319,x102y142,2242956300.0
320,x102y143,2286717400.0
321,x102y144,2264783600.0
322,x102y145,2370231000.0
323,x102y146,2370231000.0
324,x102y147,2370231000.0
325,x102y148,2370231000.0
326,x102y149,2288896300.0
327,x102y150,2370231000.0
328,x102y151,0.0
329,x102y152,0.0
330,x102y153,0.0
331,x102y154,0.0
332,x102y155,0.0
333,x102y156,0.0
334,x102y157,582555840.0
335,x102y158,506895840.0
336,x102y159,506895840.0
337,x102y160,602471300.0
338,x102y161,602471300.0
339,x102y162,602471300.0
340,x102y163,658958660.0
341,x102y164,939896700.0
342,x102y165,926789500.0
343,x102y166,895795400.0
344,x102y167,895795400.0
345,x102y168,885911740.0
346,x102y169,506895840.0
347,x102y170,582555840.0
348,x102y171,582555840.0
349,x102y172,582555840.0
350,x102y173,906022900.0
351,x102y174,918265660.0
352,x102y175,978763460.0
353,x102y176,928149300.0
354,x102y177,928149300.0
355,x102y178,1003910200.0
356,x102y179,1263306000.0
357,x102y180,1462943600.0
358,x102y181,1467908400.0
359,x102y182,1281855000.0
360,x102y183,1452839000.0
361,x102y184,1452839000.0
362,x102y185,1446452200.0
363,x102y186,1446452200.0
364,x102y187,1446452200.0
365,x102y188,1528351100.0
366,x102y189,1528351100.0
367,x102y190,1521003900.0
368,x102y191,1446452200.0
369,x102y192,1446452200.0
370,x102y54,0.0
371,x102y55,0.0
372,x102y56,0.0
373,x102y57,0.0
374,x102y58,0.0
375,x102y59,0.0
376,x102y60,1343832800.0
377,x102y61,1343832800.0
378,x102y62,1343832800.0
379,x102y63,27987636000.0
380,x102y64,61820854000.0
381,x102y65,61820854000.0
382,x102y66,1386307800.0
383,x102y67,61820854000.0
384,x102y68,61820854000.0
385,x102y69,61820854000.0
386,x102y70,61820854000.0
387,x102y71,61820854000.0
388,x102y72,27987636000.0
389,x102y73,26613758000.0
390,x102y74,7795381000.0
391,x102y75,7807368000.0
392,x102y76,7795381000.0
393,x102y77,7795381000.0
394,x102y78,7807368000.0
395,x102y79,7807368000.0
396,x102y80,7837319000.0
397,x102y81,7795381000.0
398,x102y82,7591233500.0
399,x102y83,6680531500.0
400,x102y84,7580262400.0
401,x102y85,7739739000.0
402,x102y86,7792464000.0
403,x102y87,7773047300.0
404,x102y88,7613570000.0
405,x102y89,7613570000.0
406,x102y90,7834402000.0
407,x102y91,7588316000.0
408,x102y92,3302041600.0
409,x102y93,3288072000.0
410,x102y94,3464784600.0
411,x102y95,7588316000.0
412,x102y96,7792464000.0
413,x102y97,7792464000.0
414,x102y98,7613570000.0
415,x102y99,6633883600.0
416,x103y100,3504522500.0
417,x103y101,3338144000.0
418,x103y102,6176978.0
419,x103y103,6176978.0
420,x103y104,0.0
421,x103y105,6176978.0
422,x103y106,34867764.0
423,x103y107,34867764.0
424,x103y108,70487600.0
425,x103y109,70487600.0
426,x103y110,70487600.0
427,x103y111,6176978.0
428,x103y112,6176978.0
429,x103y113,24906092.0
430,x103y114,70487600.0
431,x103y115,34867764.0
432,x103y116,70487600.0
433,x103y117,429020860.0
434,x103y118,429020860.0
435,x103y119,429020860.0
436,x103y120,70487600.0
437,x103y121,0.0
438,x103y122,0.0
439,x103y123,0.0
440,x103y124,0.0
441,x103y125,141000300.0
442,x103y126,595682700.0
443,x103y127,2130787300.0
444,x103y128,2130787300.0
445,x103y129,2130787300.0
446,x103y130,2130787300.0
447,x103y131,2130787300.0
448,x103y132,2142964000.0
449,x103y133,2130787300.0
450,x103y134,2130787300.0
451,x103y135,2122646400.0
452,x103y136,2122646400.0
453,x103y137,622622700.0
454,x103y138,622622700.0
455,x103y139,2264783600.0
456,x103y140,2370231000.0
457,x103y141,2370231000.0
458,x103y142,2288896300.0
459,x103y143,2264783600.0
460,x103y144,993149630.0
461,x103y145,2286717400.0
462,x103y146,2370231000.0
463,x103y147,2370231000.0
464,x103y148,2370231000.0
465,x103y149,2370231000.0
466,x103y150,2370231000.0
467,x103y151,2370231000.0
468,x103y152,0.0
469,x103y153,0.0
470,x103y154,0.0
471,x103y155,0.0
472,x103y156,0.0
473,x103y157,582555840.0
474,x103y158,602471300.0
475,x103y159,19915492.0
476,x103y160,526811330.0
477,x103y161,658958660.0
478,x103y162,864329700.0
479,x103y163,602471300.0
480,x103y164,874213400.0
481,x103y165,658958660.0
482,x103y166,915710850.0
483,x103y167,1250867600.0
484,x103y168,946409540.0
485,x103y169,645430000.0
486,x103y170,639043200.0
487,x103y171,639043200.0
488,x103y172,582555840.0
489,x103y173,928149300.0
490,x103y174,1000640960.0
491,x103y175,1003910200.0
492,x103y176,1000640960.0
493,x103y177,1000640960.0
494,x103y178,1296924200.0
495,x103y179,1296924200.0
496,x103y180,1467908400.0
497,x103y181,1467908400.0
498,x103y182,1467908400.0
499,x103y183,1452839000.0
500,x103y184,1452839000.0
501,x103y185,1446452200.0
502,x103y186,1446452200.0
503,x103y187,1528351100.0
504,x103y188,1528351100.0
505,x103y189,1528351100.0
506,x103y190,1528351100.0
507,x103y191,1446452200.0
508,x103y192,1446452200.0
509,x103y54,0.0
510,x103y55,0.0
511,x103y56,0.0
512,x103y57,0.0
513,x103y58,0.0
514,x103y59,1375364400.0
515,x103y60,1343832800.0
516,x103y61,1375364400.0
517,x103y62,1375364400.0
518,x103y63,1375364400.0
519,x103y64,1383869300.0
520,x103y65,1386307800.0
521,x103y66,1386307800.0
522,x103y67,1386307800.0
523,x103y68,1397572100.0
524,x103y69,61820854000.0
525,x103y70,61820854000.0
526,x103y71,61820854000.0
527,x103y72,27986205000.0
528,x103y73,27293600000.0
529,x103y74,26575475000.0
530,x103y75,26575475000.0
531,x103y76,7837319000.0
532,x103y77,7807368000.0
533,x103y78,7616487400.0
534,x103y79,7801246000.0
535,x103y80,7821408000.0
536,x103y81,7557925400.0
537,x103y82,3493737200.0
538,x103y83,3566387700.0
539,x103y84,7555008000.0
540,x103y85,7580262400.0
541,x103y86,7580262400.0
542,x103y87,7580262400.0
543,x103y88,6693520000.0
544,x103y89,7613570000.0
545,x103y90,7792464000.0
546,x103y91,2143375900.0
547,x103y92,1262576100.0
548,x103y93,1295099500.0
549,x103y94,2219157500.0
550,x103y95,3490819800.0
551,x103y96,7613570000.0
552,x103y97,7759156000.0
553,x103y98,7580262400.0
554,x103y99,6680531500.0
555,x104y100,7580262400.0
556,x104y101,7555008000.0
557,x104y102,3490819800.0
558,x104y103,6176978.0
559,x104y104,6176978.0
560,x104y105,6176978.0
561,x104y106,6176978.0
562,x104y107,6176978.0
563,x104y108,6176978.0
564,x104y109,6176978.0
565,x104y110,70487600.0
566,x104y111,74996536.0
567,x104y112,24906092.0
568,x104y113,24906092.0
569,x104y114,65050224.0
570,x104y115,74996536.0
571,x104y116,434300640.0
572,x104y117,429020860.0
573,x104y118,429020860.0
574,x104y119,458333730.0
575,x104y120,509980380.0
576,x104y121,0.0
577,x104y122,0.0
578,x104y123,0.0
579,x104y124,0.0
580,x104y125,622622700.0
581,x104y126,2130787300.0
582,x104y127,2130787300.0
583,x104y128,2142964000.0
584,x104y129,2130787300.0
585,x104y130,2130787300.0
586,x104y131,2130787300.0
587,x104y132,2130787300.0
588,x104y133,2130787300.0
589,x104y134,622622700.0
590,x104y135,2122646400.0
591,x104y136,622622700.0
592,x104y137,622622700.0
593,x104y138,509980380.0
594,x104y139,511946430.0
595,x104y140,2286717400.0
596,x104y141,2264783600.0
597,x104y142,2242956300.0
598,x104y143,818788740.0
599,x104y144,818788740.0
600,x104y145,2264783600.0
601,x104y146,2264783600.0
602,x104y147,2370231000.0
603,x104y148,2370231000.0
604,x104y149,2370231000.0
605,x104y150,2370231000.0
606,x104y151,2370231000.0
607,x104y152,0.0
608,x104y153,0.0
609,x104y154,0.0
610,x104y155,0.0
611,x104y156,0.0
612,x104y157,526811330.0
613,x104y158,602471300.0
614,x104y159,19915492.0
615,x104y160,19915492.0
616,x104y161,658958660.0
617,x104y162,602471300.0
618,x104y163,874213400.0
619,x104y164,658958660.0
620,x104y165,19915492.0
621,x104y166,526811330.0
622,x104y167,981394240.0
623,x104y168,915710850.0
624,x104y169,844414200.0
625,x104y170,895795400.0
626,x104y171,895795400.0
627,x104y172,895795400.0
628,x104y173,1000640960.0
629,x104y174,1467908400.0
630,x104y175,1263306000.0
631,x104y176,1003910200.0
632,x104y177,1467908400.0
633,x104y178,1467908400.0
634,x104y179,1462943600.0
635,x104y180,1467908400.0
636,x104y181,1467908400.0
637,x104y182,1467908400.0
638,x104y183,1527390700.0
639,x104y184,1534737900.0
640,x104y185,1452839000.0
641,x104y186,1528351100.0
642,x104y187,1528351100.0
643,x104y188,1528351100.0
644,x104y189,1528351100.0
645,x104y190,1528351100.0
646,x104y191,1446452200.0
647,x104y192,1521003900.0
648,x104y54,0.0
649,x104y55,0.0
650,x104y56,0.0
651,x104y57,0.0
652,x104y58,1368208400.0
653,x104y59,1375364400.0
654,x104y60,1383869300.0
655,x104y61,1383869300.0
656,x104y62,1375364400.0
657,x104y63,1383869300.0
658,x104y64,1386307800.0
659,x104y65,1386307800.0
660,x104y66,1386307800.0
661,x104y67,1397572100.0
662,x104y68,1397572100.0
663,x104y69,1397572100.0
664,x104y70,1413359400.0
665,x104y71,1413359400.0
666,x104y72,27917780000.0
667,x104y73,27245490000.0
668,x104y74,26575475000.0
669,x104y75,26575475000.0
670,x104y76,7837319000.0
671,x104y77,7807368000.0
672,x104y78,7807368000.0
673,x104y79,7788100600.0
674,x104y80,7774060000.0
675,x104y81,6630139400.0
676,x104y82,3507439900.0
677,x104y83,3507439900.0
678,x104y84,3549732600.0
679,x104y85,7555008000.0
680,x104y86,7580262400.0
681,x104y87,7519834000.0
682,x104y88,3504522500.0
683,x104y89,6680531500.0
684,x104y90,3490819800.0
685,x104y91,1279673300.0
686,x104y92,3297115000.0
687,x104y93,3490819800.0
688,x104y94,7555008000.0
689,x104y95,6680531500.0
690,x104y96,7580262400.0
691,x104y97,7759156000.0
692,x104y98,7759156000.0
693,x104y99,7580262400.0
694,x105y100,7580262400.0
695,x105y101,6650546000.0
696,x105y102,2256726500.0
697,x105y103,6176978.0
698,x105y104,6176978.0
699,x105y105,6176978.0
700,x105y106,6176978.0
701,x105y107,6176978.0
702,x105y108,6176978.0
703,x105y109,6176978.0
704,x105y110,6176978.0
705,x105y111,74996536.0
706,x105y112,429020860.0
707,x105y113,70487600.0
708,x105y114,74996536.0
709,x105y115,429020860.0
710,x105y116,429020860.0
711,x105y117,429020860.0
712,x105y118,600166500.0
713,x105y119,595682700.0
714,x105y120,2122646400.0
715,x105y121,2130787300.0
716,x105y122,2122646400.0
717,x105y123,622622700.0
718,x105y124,2122646400.0
719,x105y125,2130787300.0
720,x105y126,2130787300.0
721,x105y127,2130787300.0
722,x105y128,2130787300.0
723,x105y129,2122646400.0
724,x105y130,2122646400.0
725,x105y131,595682700.0
726,x105y132,153757800.0
727,x105y133,595682700.0
728,x105y134,2122646400.0
729,x105y135,2130787300.0
730,x105y136,2130787300.0
731,x105y137,2130787300.0
732,x105y138,2122646400.0
733,x105y139,622622700.0
734,x105y140,153757800.0
735,x105y141,818788740.0
736,x105y142,2264783600.0
737,x105y143,2286717400.0
738,x105y144,2264783600.0
739,x105y145,2264783600.0
740,x105y146,2264783600.0
741,x105y147,2242956300.0
742,x105y148,2288896300.0
743,x105y149,2370231000.0
744,x105y150,2370231000.0
745,x105y151,2370231000.0
746,x105y152,2288896300.0
747,x105y153,2286717400.0
748,x105y154,0.0
749,x105y155,0.0
750,x105y156,0.0
751,x105y157,526811330.0
752,x105y158,602471300.0
753,x105y159,19915492.0
754,x105y160,78727390.0
755,x105y161,602471300.0
756,x105y162,19915492.0
757,x105y163,658958660.0
758,x105y164,19915492.0
759,x105y165,19915492.0
760,x105y166,658958660.0
761,x105y167,981394240.0
762,x105y168,988202500.0
763,x105y169,915710850.0
764,x105y170,915710850.0
765,x105y171,582555840.0
766,x105y172,928149300.0
767,x105y173,1390184600.0
768,x105y174,1603962000.0
769,x105y175,1390184600.0
770,x105y176,1263306000.0
771,x105y177,1467908400.0
772,x105y178,1390184600.0
773,x105y179,1263306000.0
774,x105y180,1467908400.0
775,x105y181,1542459900.0
776,x105y182,1467908400.0
777,x105y183,1467908400.0
778,x105y184,1534737900.0
779,x105y185,1534737900.0
780,x105y186,1528351100.0
781,x105y187,1528351100.0
782,x105y188,1528351100.0
783,x105y189,1528351100.0
784,x105y190,1528351100.0
785,x105y191,1528351100.0
786,x105y192,1528351100.0
787,x105y53,0.0
788,x105y54,0.0
789,x105y55,0.0
790,x105y56,0.0
791,x105y57,1343832800.0
792,x105y58,1368208400.0
793,x105y59,1383869300.0
794,x105y60,1383869300.0
795,x105y61,1383869300.0
796,x105y62,1383869300.0
797,x105y63,1383869300.0
798,x105y64,1386307800.0
799,x105y65,1386307800.0
800,x105y66,1386307800.0
801,x105y67,1397572100.0
802,x105y68,1397572100.0
803,x105y69,1413359400.0
804,x105y70,1413359400.0
805,x105y71,1373322900.0
806,x105y72,32407348.0
807,x105y73,32407348.0
808,x105y74,32407348.0
809,x105y75,7788100600.0
810,x105y76,7774060000.0
811,x105y77,7788100600.0
812,x105y78,26526255000.0
813,x105y79,26526255000.0
814,x105y80,7762073000.0
815,x105y81,6683449000.0
816,x105y82,3507439900.0
817,x105y83,3348526800.0
818,x105y84,3490819800.0
819,x105y85,3570098400.0
820,x105y86,6650546000.0
821,x105y87,3570098400.0
822,x105y88,3490819800.0
823,x105y89,7759156000.0
824,x105y90,3504522500.0
825,x105y91,7580262400.0
826,x105y92,7759156000.0
827,x105y93,7759156000.0
828,x105y94,7765020700.0
829,x105y95,6645100500.0
830,x105y96,7741543400.0
831,x105y97,7771142700.0
832,x105y98,7765020700.0
833,x105y99,7759156000.0
834,x106y100,7580262400.0
835,x106y101,3490819800.0
836,x106y102,3310676200.0
837,x106y103,2145668700.0
838,x106y104,442834720.0
839,x106y105,0.0
840,x106y106,1241936500.0
841,x106y107,1262576100.0
842,x106y108,2145668700.0
843,x106y109,6176978.0
844,x106y110,6176978.0
845,x106y111,34867764.0
846,x106y112,74996536.0
847,x106y113,429020860.0
848,x106y114,429020860.0
849,x106y115,34867764.0
850,x106y116,24906092.0
851,x106y117,70487600.0
852,x106y118,511946430.0
853,x106y119,170439460.0
854,x106y120,602018700.0
855,x106y121,2122646400.0
856,x106y122,2130787300.0
857,x106y123,2130787300.0
858,x106y124,2122646400.0
859,x106y125,595682700.0
860,x106y126,2122646400.0
861,x106y127,509980380.0
862,x106y128,153757800.0
863,x106y129,141000300.0
864,x106y130,511946430.0
865,x106y131,513356600.0
866,x106y132,170439460.0
867,x106y133,600166500.0
868,x106y134,2122646400.0
869,x106y135,2122646400.0
870,x106y136,2122646400.0
871,x106y137,2122646400.0
872,x106y138,2122646400.0
873,x106y139,595682700.0
874,x106y140,509980380.0
875,x106y141,595682700.0
876,x106y142,2264783600.0
877,x106y143,2264783600.0
878,x106y144,1103303600.0
879,x106y145,2242956300.0
880,x106y146,818788740.0
881,x106y147,2242956300.0
882,x106y148,2264783600.0
883,x106y149,2288896300.0
884,x106y150,2288896300.0
885,x106y151,2288896300.0
886,x106y152,2288896300.0
887,x106y153,2288896300.0
888,x106y154,2264783600.0
889,x106y155,0.0
890,x106y156,0.0
891,x106y157,526811330.0
892,x106y158,602471300.0
893,x106y159,19915492.0
894,x106y160,19915492.0
895,x106y161,19915492.0
896,x106y162,658958660.0
897,x106y163,864329700.0
898,x106y164,864329700.0
899,x106y165,864329700.0
900,x106y166,915710850.0
901,x106y167,981394240.0
902,x106y168,966325000.0
903,x106y169,966325000.0
904,x106y170,905827260.0
905,x106y171,602471300.0
906,x106y172,582555840.0
907,x106y173,1263306000.0
908,x106y174,1467908400.0
909,x106y175,1000640960.0
910,x106y176,928149300.0
911,x106y177,1000640960.0
912,x106y178,1467908400.0
913,x106y179,1467908400.0
914,x106y180,1549807100.0
915,x106y181,1549807100.0
916,x106y182,1542459900.0
917,x106y183,1542459900.0
918,x106y184,1534737900.0
919,x106y185,1534737900.0
920,x106y186,1534737900.0
921,x106y187,1528351100.0
922,x106y188,1528351100.0
923,x106y189,1528351100.0
924,x106y190,1528351100.0
925,x106y191,1528351100.0
926,x106y192,1528351100.0
927,x106y53,0.0
928,x106y54,0.0
929,x106y55,0.0
930,x106y56,0.0
931,x106y57,634649400.0
932,x106y58,682759740.0
933,x106y59,1375364400.0
934,x106y60,1383869300.0
935,x106y61,1383869300.0
936,x106y62,1383869300.0
937,x106y63,1383869300.0
938,x106y64,1386307800.0
939,x106y65,1386307800.0
940,x106y66,1386307800.0
941,x106y67,1397572100.0
942,x106y68,1397572100.0
943,x106y69,1413359400.0
944,x106y70,1373322900.0
945,x106y71,712249700.0
946,x106y72,32407348.0
947,x106y73,32407348.0
948,x106y74,32407348.0
949,x106y75,7762073000.0
950,x106y76,7788100600.0
951,x106y77,26526255000.0
952,x106y78,26526255000.0
953,x106y79,7788100600.0
954,x106y80,7762073000.0
955,x106y81,3507439900.0
956,x106y82,3493737200.0
957,x106y83,3313593600.0
958,x106y84,3297115000.0
959,x106y85,3570098400.0
960,x106y86,6645100500.0
961,x106y87,3549732600.0
962,x106y88,3563470300.0
963,x106y89,7759156000.0
964,x106y90,7785183000.0
965,x106y91,7759156000.0
966,x106y92,7759156000.0
967,x106y93,7771142700.0
968,x106y94,7771142700.0
969,x106y95,6633883600.0
970,x106y96,7759156000.0
971,x106y97,7785183000.0
972,x106y98,7771142700.0
973,x106y99,7759156000.0
974,x107y100,7580262400.0
975,x107y101,3504522500.0
976,x107y102,3504522500.0
977,x107y103,3549732600.0
978,x107y104,1279673300.0
979,x107y105,442834720.0
980,x107y106,1246097900.0
981,x107y107,2219157500.0
982,x107y108,3288072000.0
983,x107y109,485698100.0
984,x107y110,118927590.0
985,x107y111,6176978.0
986,x107y112,24906092.0
987,x107y113,34867764.0
988,x107y114,70487600.0
989,x107y115,74996536.0
990,x107y116,34867764.0
991,x107y117,24906092.0
992,x107y118,5322964.5
993,x107y119,1843835.4
994,x107y120,1843835.4
995,x107y121,2122646400.0
996,x107y122,2130787300.0
997,x107y123,2122646400.0
998,x107y124,1843835.4
999,x107y125,1843835.4
1000,x107y126,1843835.4
1001,x107y127,5322964.5
1002,x107y128,205375940.0
1003,x107y129,511946430.0
1004,x107y130,458333730.0
1005,x107y131,205375940.0
1006,x107y132,1843835.4
1007,x107y133,124991190.0
1008,x107y134,5322964.5
1009,x107y135,5322964.5
1010,x107y136,1843835.4
1011,x107y137,153757800.0
1012,x107y138,509980380.0
1013,x107y139,511946430.0
1014,x107y140,595682700.0
1015,x107y141,509980380.0
1016,x107y142,509980380.0
1017,x107y143,2242956300.0
1018,x107y144,2242956300.0
1019,x107y145,818788740.0
1020,x107y146,818788740.0
1021,x107y147,2242956300.0
1022,x107y148,2264783600.0
1023,x107y149,2264783600.0
1024,x107y150,2286717400.0
1025,x107y151,2288896300.0
1026,x107y152,2288896300.0
1027,x107y153,2288896300.0
1028,x107y154,2242956300.0
1029,x107y155,818788740.0
1030,x107y156,818788740.0
1031,x107y157,526811330.0
1032,x107y158,602471300.0
1033,x107y159,19915492.0
1034,x107y160,526811330.0
1035,x107y161,864329700.0
1036,x107y162,874213400.0
1037,x107y163,874213400.0
1038,x107y164,874213400.0
1039,x107y165,874213400.0
